Date,Open,High,Low,Close,adj_close,Volume,chg
12/1/2002,936.309998,954.280029,869.450012,879.820007,879.820007,25993640000,-6.033257267
1/1/2003,879.820007,935.049988,840.340027,855.700012,855.700012,30749580000,-2.741469256
2/1/2003,855.700012,864.640015,806.289978,841.150024,841.150024,25235300000,-1.70036085
3/1/2003,841.150024,895.900024,788.900024,848.179993,848.179993,30080030000,0.835756857
4/1/2003,848.179993,924.23999,847.849976,916.919983,916.919983,29669610000,8.104410687
5/1/2003,916.919983,965.380005,902.830017,963.590027,963.590027,30952100000,5.089870966
6/1/2003,963.590027,1015.330017,963.590027,974.5,974.5,31219400000,1.132221453
7/1/2003,974.5,1015.409973,962.099976,990.309998,990.309998,31553200000,1.622370241
8/1/2003,990.309998,1011.01001,960.840027,1008.01001,1008.01001,24881470000,1.787320338
9/1/2003,1008.01001,1040.290039,990.359985,995.969971,995.969971,29940110000,-1.194436452
10/1/2003,995.969971,1053.790039,995.969971,1050.709961,1050.709961,32298500000,5.496148638
11/1/2003,1050.709961,1063.650024,1031.199951,1058.199951,1058.199951,24463220000,0.712850385
12/1/2003,1058.199951,1112.560059,1053.410034,1111.920044,1111.920044,27839130000,5.0765541
1/1/2004,1111.920044,1155.380005,1105.079956,1131.130005,1131.130005,32820000000,1.727638701
2/1/2004,1131.130005,1158.97998,1124.439941,1144.939941,1144.939941,27985600000,1.220897327
3/1/2004,1144.939941,1163.22998,1087.160034,1126.209961,1126.209961,33597900000,-1.635891921
4/1/2004,1126.209961,1150.569946,1107.22998,1107.300049,1107.300049,31611900000,-1.679075186
5/1/2004,1107.300049,1127.73999,1076.319946,1120.680054,1120.680054,29326400000,1.20834502
6/1/2004,1120.680054,1146.339966,1113.319946,1140.839966,1140.839966,27529500000,1.798899867
7/1/2004,1140.839966,1140.839966,1078.780029,1101.719971,1101.719971,29285600000,-3.429051941
8/1/2004,1101.719971,1109.680054,1060.719971,1104.23999,1104.23999,26586800000,0.228734984
9/1/2004,1104.23999,1131.540039,1099.180054,1114.579956,1114.579956,26829870000,0.936387569
10/1/2004,1114.579956,1142.050049,1090.290039,1130.199951,1130.199951,31511000000,1.401424359
11/1/2004,1130.199951,1188.459961,1127.599976,1173.819946,1173.819946,30460280000,3.85949362
12/1/2004,1173.780029,1217.329956,1173.780029,1211.920044,1211.920044,31102500000,3.245821314
1/1/2005,1211.920044,1217.800049,1163.75,1181.27002,1181.27002,31498800000,-2.52904671
2/1/2005,1181.27002,1212.439941,1180.949951,1203.599976,1203.599976,29297410000,1.890334608
3/1/2005,1203.599976,1229.109985,1163.689941,1180.589966,1180.589966,39014150000,-1.911765575
4/1/2005,1180.589966,1191.880005,1136.150024,1156.849976,1156.849976,43424270000,-2.010858188
5/1/2005,1156.849976,1199.560059,1146.180054,1191.5,1191.5,39321990000,2.995204626
6/1/2005,1191.5,1219.589966,1188.300049,1191.329956,1191.329956,40334040000,-0.014271423
7/1/2005,1191.329956,1245.150024,1183.550049,1234.180054,1234.180054,37464670000,3.596828719
8/1/2005,1234.180054,1245.859985,1201.069946,1220.329956,1220.329956,42030090000,-1.122210487
9/1/2005,1220.329956,1243.130005,1205.349976,1228.810059,1228.810059,44777510000,0.694902469
10/1/2005,1228.810059,1233.339966,1168.199951,1207.01001,1207.01001,49793790000,-1.774078007
11/1/2005,1207.01001,1270.640015,1201.069946,1249.47998,1249.47998,45102870000,3.518609593
12/1/2005,1249.47998,1275.800049,1246.589966,1248.290039,1248.290039,41756130000,-0.095234899
1/1/2006,1248.290039,1294.900024,1245.73999,1280.079956,1280.079956,49211650000,2.546677135
2/1/2006,1280.079956,1297.569946,1253.609985,1280.660034,1280.660034,42859940000,0.045315763
3/1/2006,1280.660034,1310.880005,1268.420044,1294.869995,1294.869995,50905040000,1.109581046
4/1/2006,1302.880005,1318.160034,1280.73999,1310.609985,1310.609985,43308430000,1.215565274
5/1/2006,1310.609985,1326.699951,1245.339966,1270.089966,1270.089966,54312830000,-3.091691614
6/1/2006,1270.050049,1290.680054,1219.290039,1270.199951,1270.199951,54873260000,0.008659623
7/1/2006,1270.060059,1280.420044,1224.540039,1276.660034,1276.660034,46348220000,0.50858788
8/1/2006,1278.530029,1306.73999,1261.300049,1303.819946,1303.819946,50485620000,2.127419303
9/1/2006,1303.800049,1340.280029,1290.930054,1335.849976,1335.849976,49001440000,2.456629851
10/1/2006,1335.819946,1389.449951,1327.099976,1377.939941,1377.939941,56793620000,3.150800296
11/1/2006,1377.76001,1407.890015,1360.97998,1400.630005,1400.630005,55343930000,1.646665673
12/1/2006,1400.630005,1431.810059,1385.930054,1418.300049,1418.300049,47578780000,1.261578285
1/1/2007,1418.030029,1441.609985,1403.969971,1438.23999,1438.23999,56686200000,1.405904274
2/1/2007,1437.900024,1461.569946,1389.420044,1406.819946,1406.819946,51844990000,-2.184617603
3/1/2007,1406.800049,1438.890015,1363.97998,1420.859985,1420.859985,67622250000,0.99799829
4/1/2007,1420.829956,1498.02002,1416.369995,1482.369995,1482.369995,57032470000,4.32906906
5/1/2007,1482.369995,1535.560059,1476.699951,1530.619995,1530.619995,64958050000,3.254922871
6/1/2007,1530.619995,1540.560059,1484.180054,1503.349976,1503.349976,65322800000,-1.78163222
7/1/2007,1504.660034,1555.900024,1454.25,1455.27002,1455.27002,70337430000,-3.198187832
8/1/2007,1455.180054,1503.890015,1370.599976,1473.98999,1473.98999,91381760000,1.286357153
9/1/2007,1473.959961,1538.73999,1439.290039,1526.75,1526.75,57809700000,3.579400834
10/1/2007,1527.290039,1576.089966,1489.560059,1549.380005,1549.380005,76022580000,1.48223383
11/1/2007,1545.790039,1545.790039,1406.099976,1481.140015,1481.140015,86246950000,-4.404341722
12/1/2007,1479.630005,1523.569946,1435.650024,1468.359985,1468.359985,64821670000,-0.862850903
1/1/2008,1467.969971,1471.77002,1270.050049,1378.550049,1378.550049,98475340000,-6.116343194
2/1/2008,1378.599976,1396.02002,1316.75,1330.630005,1330.630005,78536130000,-3.476119277
3/1/2008,1330.449951,1359.680054,1256.97998,1322.699951,1322.699951,93189170000,-0.595962361
4/1/2008,1326.410034,1404.569946,1324.349976,1385.589966,1385.589966,85978630000,4.754669791
5/1/2008,1385.969971,1440.23999,1373.069946,1400.380005,1400.380005,80990480000,1.067418166
6/1/2008,1399.619995,1404.050049,1272,1280,1280,96614040000,-8.59623849
7/1/2008,1276.689941,1292.170044,1200.439941,1267.380005,1267.380005,1.24981E+11,-0.985937109
8/1/2008,1269.420044,1313.150024,1247.449951,1282.829956,1282.829956,86266010000,1.219046453
9/1/2008,1287.829956,1303.040039,1106.420044,1166.359985,1166.359985,1.40007E+11,-9.079143378
10/1/2008,1164.170044,1167.030029,839.799988,968.75,968.75,1.59823E+11,-16.94245238
11/1/2008,968.669983,1007.51001,741.02002,896.23999,896.23999,1.1566E+11,-7.484904258
12/1/2008,888.609985,918.849976,815.690002,903.25,903.25,1.12884E+11,0.78215769
1/1/2009,902.98999,943.849976,804.299988,825.880005,825.880005,1.12091E+11,-8.565734293
2/1/2009,823.090027,875.01001,734.52002,735.090027,735.090027,1.24492E+11,-10.99311976
3/1/2009,729.570007,832.97998,666.789978,797.869995,797.869995,1.61844E+11,8.540446162
4/1/2009,793.590027,888.700012,783.320007,872.809998,872.809998,1.38855E+11,9.392507986
5/1/2009,872.73999,930.169983,866.099976,919.140015,919.140015,1.31615E+11,5.308144626
6/1/2009,923.26001,956.22998,888.859985,919.320007,919.320007,1.12653E+11,0.019582653
7/1/2009,920.820007,996.679993,869.320007,987.47998,987.47998,1.06636E+11,7.414172702
8/1/2009,990.219971,1039.469971,978.51001,1020.619995,1020.619995,1.16059E+11,3.356018924
9/1/2009,1019.52002,1080.150024,991.969971,1057.079956,1057.079956,1.12295E+11,3.572334579
10/1/2009,1054.910034,1101.359985,1019.950012,1036.189941,1036.189941,1.13411E+11,-1.976200086
11/1/2009,1036.180054,1113.689941,1029.380005,1095.630005,1095.630005,84981530000,5.736406198
12/1/2009,1098.890015,1130.380005,1085.890015,1115.099976,1115.099976,89515330000,1.777057119
1/1/2010,1116.560059,1150.449951,1071.589966,1073.869995,1073.869995,90947580000,-3.697424615
2/1/2010,1073.890015,1112.420044,1044.5,1104.48999,1104.48999,84561340000,2.851368894
3/1/2010,1105.359985,1180.689941,1105.359985,1169.430054,1169.430054,1.03684E+11,5.879642603
4/1/2010,1171.22998,1219.800049,1170.689941,1186.689941,1186.689941,1.16742E+11,1.475922988
5/1/2010,1188.579956,1205.130005,1040.780029,1089.410034,1089.410034,1.27663E+11,-8.197584191
6/1/2010,1087.300049,1131.22998,1028.329956,1030.709961,1030.709961,1.10107E+11,-5.388244203
7/1/2010,1031.099976,1120.949951,1010.909973,1101.599976,1101.599976,94778110000,6.877784991
8/1/2010,1107.530029,1129.23999,1039.699951,1049.329956,1049.329956,85738250000,-4.744918404
9/1/2010,1049.719971,1157.160034,1049.719971,1141.199951,1141.199951,79589450000,8.755110294
10/1/2010,1143.48999,1196.140015,1131.869995,1183.26001,1183.26001,89536270000,3.68559944
11/1/2010,1185.709961,1227.079956,1173,1180.550049,1180.550049,87151070000,-0.22902498
12/1/2010,1186.599976,1262.599976,1186.599976,1257.640015,1257.640015,80984530000,6.530004049
1/1/2011,1257.619995,1302.670044,1257.619995,1286.119995,1286.119995,92164940000,2.264557398
2/1/2011,1289.140015,1344.069946,1289.140015,1327.219971,1327.219971,59223660000,3.195656405
3/1/2011,1328.640015,1332.280029,1249.050049,1325.829956,1325.829956,89507640000,-0.10473132
4/1/2011,1329.47998,1364.560059,1294.699951,1363.609985,1363.609985,77364810000,2.849538044
5/1/2011,1365.209961,1370.579956,1311.800049,1345.199951,1345.199951,81708980000,-1.350095277
6/1/2011,1345.199951,1345.199951,1258.069946,1320.640015,1320.640015,86122730000,-1.825746127
7/1/2011,1320.640015,1356.47998,1282.859985,1292.280029,1292.280029,81102170000,-2.147442579
8/1/2011,1292.589966,1307.380005,1101.540039,1218.890015,1218.890015,1.08419E+11,-5.679110746
9/1/2011,1219.119995,1229.290039,1114.219971,1131.420044,1131.420044,1.02787E+11,-7.17619883
10/1/2011,1131.209961,1292.660034,1074.77002,1253.300049,1253.300049,98063670000,10.77230385
11/1/2011,1251,1277.550049,1158.660034,1246.959961,1246.959961,84275050000,-0.505871519
12/1/2011,1246.910034,1269.369995,1202.369995,1257.599976,1257.599976,74742430000,0.853276395
1/1/2012,1258.859985,1333.469971,1258.859985,1312.410034,1312.410034,79567560000,4.358306222
2/1/2012,1312.449951,1378.040039,1312.449951,1365.680054,1365.680054,78385710000,4.058946413
3/1/2012,1365.900024,1419.150024,1340.030029,1408.469971,1408.469971,83899660000,3.133231453
4/1/2012,1408.469971,1422.380005,1357.380005,1397.910034,1397.910034,74761710000,-0.749745271
5/1/2012,1397.859985,1415.319946,1291.97998,1310.329956,1310.329956,86920490000,-6.265072563
6/1/2012,1309.869995,1363.459961,1266.73999,1362.160034,1362.160034,81582440000,3.955498213
7/1/2012,1362.329956,1391.73999,1325.410034,1379.319946,1379.319946,73103810000,1.259757413
8/1/2012,1379.319946,1426.680054,1354.650024,1406.579956,1406.579956,70283810000,1.976336968
9/1/2012,1406.540039,1474.51001,1396.560059,1440.670044,1440.670044,69784280000,2.42361537
10/1/2012,1440.900024,1470.959961,1403.280029,1412.160034,1412.160034,71752320000,-1.978940988
11/1/2012,1412.199951,1434.27002,1343.349976,1416.180054,1416.180054,71489310000,0.284671702
12/1/2012,1416.339966,1448,1398.109985,1426.189941,1426.189941,66388180000,0.706823046
1/1/2013,1426.189941,1509.939941,1426.189941,1498.109985,1498.109985,75848510000,5.042809652
2/1/2013,1498.109985,1530.939941,1485.01001,1514.680054,1514.680054,69273480000,1.10606492
3/1/2013,1514.680054,1570.280029,1501.47998,1569.189941,1569.189941,68527110000,3.598772352
4/1/2013,1569.180054,1597.569946,1536.030029,1597.569946,1597.569946,77098000000,1.808576786
5/1/2013,1597.550049,1687.180054,1581.280029,1630.73999,1630.73999,76447250000,2.076281172
6/1/2013,1631.709961,1654.189941,1560.329956,1606.280029,1606.280029,74946790000,-1.499930164
7/1/2013,1609.780029,1698.780029,1604.569946,1685.72998,1685.72998,68106820000,4.946207982
8/1/2013,1689.420044,1709.670044,1627.469971,1632.969971,1632.969971,64802810000,-3.129801903
9/1/2013,1635.949951,1729.859985,1633.410034,1681.550049,1681.550049,66174410000,2.974952318
10/1/2013,1682.410034,1775.219971,1646.469971,1756.540039,1756.540039,76647400000,4.459575262
11/1/2013,1758.699951,1813.550049,1746.199951,1805.810059,1805.810059,63628190000,2.804947164
12/1/2013,1806.550049,1849.439941,1767.98999,1848.359985,1848.359985,64958820000,2.356279155
1/1/2014,1845.859985,1850.839966,1770.449951,1782.589966,1782.589966,75871910000,-3.558290568
2/1/2014,1782.680054,1867.920044,1737.920044,1859.449951,1859.449951,69725590000,4.311702998
3/1/2014,1857.680054,1883.969971,1834.439941,1872.339966,1872.339966,71885030000,0.693216561
4/1/2014,1873.959961,1897.280029,1814.359985,1883.949951,1883.949951,71595810000,0.620078897
5/1/2014,1884.390015,1924.030029,1859.790039,1923.569946,1923.569946,63623630000,2.103028001
6/1/2014,1923.869995,1968.170044,1915.97998,1960.22998,1960.22998,63283380000,1.905833166
7/1/2014,1962.290039,1991.390015,1930.670044,1930.670044,1930.670044,66524690000,-1.507983058
8/1/2014,1929.800049,2005.040039,1904.780029,2003.369995,2003.369995,58131140000,3.765529549
9/1/2014,2004.069946,2019.26001,1964.040039,1972.290039,1972.290039,66706000000,-1.551383722
10/1/2014,1971.439941,2018.189941,1820.660034,2018.050049,2018.050049,93714040000,2.320146079
11/1/2014,2018.209961,2075.76001,2001.01001,2067.560059,2067.560059,63600190000,2.453358876
12/1/2014,2065.780029,2093.550049,1972.560059,2058.899902,2058.899902,80743820000,-0.418858788
1/1/2015,2058.899902,2072.360107,1988.119995,1994.98999,1994.98999,77330040000,-3.104080579
2/1/2015,1996.670044,2119.590088,1980.900024,2104.5,2104.5,68775560000,5.489251101
3/1/2015,2105.22998,2117.52002,2039.689941,2067.889893,2067.889893,76675850000,-1.739610691
4/1/2015,2067.629883,2125.919922,2048.379883,2085.51001,2085.51001,72060940000,0.852081973
5/1/2015,2087.379883,2134.719971,2067.929932,2107.389893,2107.389893,65187730000,1.049138239
6/1/2015,2108.639893,2129.870117,2056.320068,2063.110107,2063.110107,73213980000,-2.101167238
7/1/2015,2067,2132.820068,2044.02002,2103.840088,2103.840088,77920590000,1.97420297
8/1/2015,2104.48999,2112.659912,1867.01001,1972.180054,1972.180054,84626790000,-6.258081817
9/1/2015,1970.089966,2020.859985,1871.910034,1920.030029,1920.030029,79989370000,-2.644283157
10/1/2015,1919.650024,2094.320068,1893.699951,2079.360107,2079.360107,85844900000,8.298311776
11/1/2015,2080.76001,2116.47998,2019.390015,2080.409912,2080.409912,75943590000,0.050486926
12/1/2015,2082.929932,2104.27002,1993.26001,2043.939941,2043.939941,83649260000,-1.753018518
1/1/2016,2038.199951,2038.199951,1812.290039,1940.23999,1940.23999,92409770000,-5.073532197
2/1/2016,1936.939941,1962.959961,1810.099976,1932.22998,1932.22998,93049560000,-0.412836043
3/1/2016,1937.089966,2072.209961,1937.089966,2059.73999,2059.73999,92639420000,6.599111458
4/1/2016,2056.620117,2111.050049,2033.800049,2065.300049,2065.300049,81124990000,0.269939848
5/1/2016,2067.169922,2103.47998,2025.910034,2096.949951,2096.949951,78883600000,1.532460236
6/1/2016,2093.939941,2120.550049,1991.680054,2098.860107,2098.860107,86852700000,0.091092112
7/1/2016,2099.340088,2177.090088,2074.02002,2173.600098,2173.600098,69530250000,3.560980113
8/1/2016,2173.149902,2193.810059,2147.580078,2170.949951,2170.949951,75610310000,-0.121924314
9/1/2016,2171.330078,2187.870117,2119.120117,2168.27002,2168.27002,77270240000,-0.123445084
10/1/2016,2164.330078,2169.600098,2114.719971,2126.149902,2126.149902,73196630000,-1.942567928
11/1/2016,2128.679932,2214.100098,2083.790039,2198.810059,2198.810059,88299760000,3.417452219
12/1/2016,2200.169922,2277.530029,2187.439941,2238.830078,2238.830078,75251240000,1.82007622
1/1/2017,2251.570068,2300.98999,2245.129883,2278.870117,2278.870117,70483180000,1.788435817
2/1/2017,2285.590088,2371.540039,2271.649902,2363.639893,2363.639893,69162420000,3.719816034
3/1/2017,2380.129883,2400.97998,2322.25,2362.719971,2362.719971,81547770000,-0.038919719
4/1/2017,2362.340088,2398.159912,2328.949951,2384.199951,2384.199951,65265670000,0.909120855
5/1/2017,2388.5,2418.709961,2352.719971,2411.800049,2411.800049,79607170000,1.157625139
6/1/2017,2415.649902,2453.820068,2405.699951,2423.409912,2423.409912,81002490000,0.481377509
7/1/2017,2431.389893,2484.040039,2407.699951,2470.300049,2470.300049,63169400000,1.934882612
8/1/2017,2477.100098,2490.870117,2417.350098,2471.649902,2471.649902,70616030000,0.054643281
9/1/2017,2474.419922,2519.439941,2446.550049,2519.360107,2519.360107,66337980000,1.930297853
10/1/2017,2521.199951,2582.97998,2520.399902,2575.26001,2575.26001,70871570000,2.218813533
11/1/2017,2583.209961,2657.73999,2557.449951,2584.840088,2584.840088,95142800000,0.372004301
12/1/2017,2645.100098,2694.969971,2605.52002,2673.610107,2673.610107,65251190000,3.434255736
1/1/2018,2683.72998,2872.870117,2682.360107,2823.810059,2823.810059,76860120000,5.617870444
2/1/2018,2816.449951,2835.959961,2532.689941,2713.830078,2713.830078,79579410000,-3.894737206
3/1/2018,2715.219971,2801.899902,2585.889893,2640.870117,2640.870117,76369800000,-2.688449862
4/1/2018,2633.449951,2717.48999,2553.800049,2648.050049,2648.050049,69648590000,0.271877513
5/1/2018,2642.959961,2742.23999,2594.620117,2705.27002,2705.27002,75617280000,2.160834197
6/1/2018,2718.699951,2791.469971,2691.98999,2718.370117,2718.370117,77439710000,0.484243602
7/1/2018,2704.949951,2848.030029,2698.949951,2816.290039,2816.290039,64542170000,3.602155622
8/1/2018,2821.169922,2916.5,2796.340088,2901.52002,2901.52002,69238220000,3.026321147
9/1/2018,2896.959961,2940.909912,2864.120117,2913.97998,2913.97998,62492080000,0.42942871
10/1/2018,2926.290039,2939.860107,2603.540039,2711.73999,2711.73999,91327930000,-6.940335602
11/1/2018,2717.580078,2815.149902,2631.090088,2760.169922,2760.169922,80080110000,1.785935679
12/1/2018,2790.5,2800.179932,2346.580078,2506.850098,2506.850098,83522570000,-9.17768946
1/1/2019,2476.959961,2708.949951,2443.959961,2704.100098,2704.100098,80401630000,7.868440166
2/1/2019,2702.320068,2813.48999,2681.830078,2784.48999,2784.48999,70183430000,2.972888913
3/1/2019,2798.219971,2860.310059,2722.27002,2834.399902,2834.399902,78596280000,1.792425621
4/1/2019,2848.629883,2949.52002,2848.629883,2945.830078,2945.830078,69604840000,3.93134984
5/1/2019,2952.330078,2954.129883,2750.52002,2752.060059,2752.060059,76860120000,-6.577773119
6/1/2019,2751.530029,2964.149902,2728.810059,2941.76001,2941.76001,70881390000,6.893016393
7/1/2019,2971.409912,3027.97998,2952.219971,2980.379883,2980.379883,70349470000,1.312815215
8/1/2019,2980.320068,3013.590088,2822.120117,2926.459961,2926.459961,79599440000,-1.809162728
9/1/2019,2909.01001,3021.98999,2891.850098,2976.73999,2976.73999,73992330000,1.718117783
10/1/2019,2983.689941,3050.100098,2855.939941,3037.560059,3037.560059,77564550000,2.043177073
11/1/2019,3050.719971,3154.26001,3050.719971,3140.97998,3140.97998,72179920000,3.404703742
12/1/2019,3143.850098,3247.929932,3070.330078,3230.780029,3230.780029,72054000000,2.858981896
1/1/2020,3244.669922,3337.77002,3214.639893,3225.52002,3225.52002,77104420000,-0.162809258
2/1/2020,3235.659912,3385.090088,3235.659912,3380.159912,3380.159912,37503540000,4.794262353
